source,source_url,fetched_at,page_sha256,model_year,title_prefix,trim_raw,engine_cc,official_price,market_price,effective_date,page_updated_label,row_type
ContactCars,https://www.contactcars.com/en/new-cars/peugeot-3008/year-2027,"Fri, 25 Sep 2026 13:00:40 GMT",bffd88f164805fa1fa3eb8547c239d776793273682d9171a3c38dc6b0c99f254,2027,,GT,,"2,399,990","2,420,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/peugeot-5008/year-2026,"Fri, 25 Sep 2026 13:00:42 GMT",51f39133daadf165f90bd83d3dada59866c1acd05a9135c81f52a65774670c29,2026,,Allure,,"2,275,000","2,360,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/peugeot-5008/year-2026,"Fri, 25 Sep 2026 13:00:42 GMT",51f39133daadf165f90bd83d3dada59866c1acd05a9135c81f52a65774670c29,2026,,GT,,"2,575,000","2,575,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/renault-austral/year-2026,"Fri, 25 Sep 2026 13:00:43 GMT",e2b80ba4c317e9dbd7d2ffdcafd7c6dddab48824dd7e6cf045fbf974ae0aed9c,2026,,Evolution Facelift,,"1,550,000","1,550,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/renault-austral/year-2026,"Fri, 25 Sep 2026 13:00:43 GMT",e2b80ba4c317e9dbd7d2ffdcafd7c6dddab48824dd7e6cf045fbf974ae0aed9c,2026,,Techno Facelift,,"1,690,000","1,690,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/renault-austral/year-2026,"Fri, 25 Sep 2026 13:00:43 GMT",e2b80ba4c317e9dbd7d2ffdcafd7c6dddab48824dd7e6cf045fbf974ae0aed9c,2026,,Iconic Facelift,,"1,790,000","1,900,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/renault-austral/year-2026,"Fri, 25 Sep 2026 13:00:43 GMT",e2b80ba4c317e9dbd7d2ffdcafd7c6dddab48824dd7e6cf045fbf974ae0aed9c,2026,,Espirit Alpine,,"1,890,000","1,890,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/soueast-s_06/year-2027,"Fri, 25 Sep 2026 13:00:45 GMT",b2e68df91202f2373ff58079a4881c53120a43023062a367537ee49a59d4857f,2027,,Highline,,"1,350,000","1,380,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/soueast-s_06/year-2027,"Fri, 25 Sep 2026 13:00:45 GMT",b2e68df91202f2373ff58079a4881c53120a43023062a367537ee49a59d4857f,2027,,Premium,,"1,485,000","1,540,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/soueast-s_06/year-2027,"Fri, 25 Sep 2026 13:00:45 GMT",b2e68df91202f2373ff58079a4881c53120a43023062a367537ee49a59d4857f,2027,,DM,,"1,650,000","1,700,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/soueast-s_09/year-2027,"Fri, 25 Sep 2026 13:00:46 GMT",0512302fb7ad72fe16005a3a89de9448480e3b0af164181ecd4149a0ea0258fa,2027,,Premium,,"1,600,000","1,680,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/volkswagen-tiguan/year-2026,"Fri, 25 Sep 2026 13:00:47 GMT",6ec7449e44ad29f035b95e1f588c3770e6ecb2ede199f76cbb021092d5ea7c1b,2026,,R-Line,,"2,590,000","2,620,000",,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,Shadow,,"1,800,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,Blaze,,"1,950,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,RedLine,,"2,050,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,RedLine N-Line,,"2,125,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,Night,,"2,200,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,Black Diamond,,"2,300,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/hyundai-tucson,"Fri, 25 Sep 2026 13:00:49 GMT",496c0e9f60af358781b515e41fce9dd344005eef2240c62a0841cd5bf6364e96,,,N-Line,,"2,400,000",,2026-05-06,,
EgyCar,https://www.egy-car.com/kia-seltos,"Fri, 25 Sep 2026 13:00:52 GMT",03ae607bbcafd04330b64ed0e64de1a25340be49d54bfa54fd8e2f9f74e51564,,,EX,,"1,350,000",,2026-03-31,,
EgyCar,https://www.egy-car.com/kia-seltos,"Fri, 25 Sep 2026 13:00:52 GMT",03ae607bbcafd04330b64ed0e64de1a25340be49d54bfa54fd8e2f9f74e51564,,,Highline Turbo,,"1,500,000",,2026-03-31,,
EgyCar,https://www.egy-car.com/kia-seltos,"Fri, 25 Sep 2026 13:00:52 GMT",03ae607bbcafd04330b64ed0e64de1a25340be49d54bfa54fd8e2f9f74e51564,,,Topline Turbo,,"1,625,000",,2026-03-31,,
EgyCar,https://www.egy-car.com/kia-sportage,"Fri, 25 Sep 2026 13:00:54 GMT",66e6d4a684000f4955fffcad0743eea511dd77c5ab9de8d2a4d3d4489fe4135b,,,LX,,"1,825,000",,2026-06-22,,
EgyCar,https://www.egy-car.com/kia-sportage,"Fri, 25 Sep 2026 13:00:54 GMT",66e6d4a684000f4955fffcad0743eea511dd77c5ab9de8d2a4d3d4489fe4135b,,,EX,,"1,925,000",,2026-06-22,,
EgyCar,https://www.egy-car.com/kia-sportage,"Fri, 25 Sep 2026 13:00:54 GMT",66e6d4a684000f4955fffcad0743eea511dd77c5ab9de8d2a4d3d4489fe4135b,,,Highline,,"2,075,000",,2026-06-22,,
EgyCar,https://www.egy-car.com/kia-sportage,"Fri, 25 Sep 2026 13:00:54 GMT",66e6d4a684000f4955fffcad0743eea511dd77c5ab9de8d2a4d3d4489fe4135b,,,Premium,,"2,300,000",,2026-06-22,,
EgyCar,https://www.egy-car.com/kia-sportage,"Fri, 25 Sep 2026 13:00:54 GMT",66e6d4a684000f4955fffcad0743eea511dd77c5ab9de8d2a4d3d4489fe4135b,,,GT Line,,"2,400,000",,2026-06-22,,
EgyCar,https://www.egy-car.com/mg-hs,"Fri, 25 Sep 2026 13:00:56 GMT",adb9d974b80a51d66d6e84c479d94591cc06603a9948db8427dae45b8c14b3e7,,,Plus Luxury,,"1,525,000",,2026-08-05,,
EgyCar,https://www.egy-car.com/mg-hs,"Fri, 25 Sep 2026 13:00:56 GMT",adb9d974b80a51d66d6e84c479d94591cc06603a9948db8427dae45b8c14b3e7,,,HEV,,"1,625,000",,2026-08-05,,
EgyCar,https://www.egy-car.com/nissan-qashqai,"Fri, 25 Sep 2026 13:00:59 GMT",8b237ec827a1ecf21fbaad3beb32e0bf667d2b79e7d061410f469840932a39aa,,,N-Connecta,,"1,555,000",,2026-07-15,,
EgyCar,https://www.egy-car.com/nissan-qashqai,"Fri, 25 Sep 2026 13:00:59 GMT",8b237ec827a1ecf21fbaad3beb32e0bf667d2b79e7d061410f469840932a39aa,,,N-Connecta +,,"1,757,000",,2026-07-15,,
EgyCar,https://www.egy-car.com/nissan-qashqai,"Fri, 25 Sep 2026 13:00:59 GMT",8b237ec827a1ecf21fbaad3beb32e0bf667d2b79e7d061410f469840932a39aa,,,TEKNA,,"1,868,000",,2026-07-15,,
EgyCar,https://www.egy-car.com/nissan-qashqai,"Fri, 25 Sep 2026 13:00:59 GMT",8b237ec827a1ecf21fbaad3beb32e0bf667d2b79e7d061410f469840932a39aa,,,e-Power,,"2,000,000",,2026-07-15,,
EgyCar,https://www.egy-car.com/nissan-qashqai,"Fri, 25 Sep 2026 13:00:59 GMT",8b237ec827a1ecf21fbaad3beb32e0bf667d2b79e7d061410f469840932a39aa,,,TEKNA+ 4WD,,"2,048,000",,2026-07-15,,
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/byd-song_l_dm_i,"Fri, 25 Sep 2026 13:00:12 GMT",bf9168dcfcc362013f2b8324915a2d6ac5efbc1181035a623fa686dba0ad873a,2025,BYD Song L DM-i,Other Trims,,"1,860,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/byd-song_plus,"Fri, 25 Sep 2026 13:00:13 GMT",1fea715de95107d630d511fff30adcc9dd729a7dc59ba7c13d0ce3e0a911bd45,2024,BYD Song Plus,Other Trims,,"1,800,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2025,Citroen C3,Shine,,"1,260,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C4 X,Feel,,"1,199,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C4 X,Shine,,"1,349,000","1,380,000",,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C4 Facelift,Shine,,"1,390,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C4,Shine Two Tone,,"1,540,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C5 Aircross,Shine Entry,,"1,590,000","1,620,000",,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C5 Aircross,Shine,,"1,730,000","1,740,000",,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2025,Citroen C5 Aircross,Other Trims,,"1,180,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2026,Citroen C5,Other Trims,,"1,640,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/citroen,"Fri, 25 Sep 2026 13:00:16 GMT",a27fb74fa33b2df538cee6fb46abec8229b4489a61b160399f5e8a6f9bdf5727,2024,Citroen C4 X,Other Trims,,"1,440,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/hyundai-tucson_nx4e,"Fri, 25 Sep 2026 13:00:24 GMT",665c0a96ea3625f4a7908b5fb45d17e09fafc1ccdeb4bb3a4f89c5743fd8b940,2026,Hyundai Tucson NX4e,Other Trims,,"1,820,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/hyundai-tucson_nx4e,"Fri, 25 Sep 2026 13:00:24 GMT",665c0a96ea3625f4a7908b5fb45d17e09fafc1ccdeb4bb3a4f89c5743fd8b940,2027,Hyundai Tucson NX4e,Other Trims,,"1,960,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/hyundai-tucson_nx4e,"Fri, 25 Sep 2026 13:00:24 GMT",665c0a96ea3625f4a7908b5fb45d17e09fafc1ccdeb4bb3a4f89c5743fd8b940,2025,Hyundai Tucson NX4e,Other Trims,,"2,200,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2024,Opel Grand Land,1.6 A/T Turbo H/L,,"1,700,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2024,Opel Grand Land,1.6 A/T Turbo X T/L,,"1,600,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2024,Opel Grand Land,1.6 A/T T/L Plus,,"1,800,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2025,Opel Grand Land,1.6 A/T T/L Plus,,"1,860,000",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2025,Opel Grand Land,1.6 A/T Highline Plus,,"1,949,990","2,000,000",,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2025,Opel Grand Land,1.6 A/T Topline,,"2,049,990","2,060,000",,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2025,Opel Grand Land,1.6 A/T Topline Plus,,"2,199,990",,,25-09-2026,pricetable
ContactCars(pricetable),https://www.contactcars.com/en/new-cars/opel-grand_land,"Fri, 25 Sep 2026 13:00:38 GMT",46caccac948cdd244f46bb359298fdc2b298f1570d67a74dd99267cd7a41229b,2024,Opel Grand Land,Other Trims,,"1,660,000",,,25-09-2026,pricetable
